event_id,session_id,user_id,video_id,video_title,event_type,player_state,playback_rate,current_time_sec,video_duration_sec,created_at_utc,client_created_at_local,client_tz_offset_min,seek_from_sec,seek_to_sec
f5306466-8482-4cd4-ac09-d58419858828,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,pause,2,1,2532.580909,15948,2026-03-04T04:53:11.872937,2026-03-04T10:23:11.373Z,330,,
5836736e-43ec-429a-a2c1-4da052ccb8e2,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,buffering,3,1,2532.47231,15948,2026-03-04T04:53:24.006485,2026-03-04T10:23:23.896Z,330,,
3a5fc42d-c9cc-4f2a-81e9-6e5e3197030c,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,seek,4,1,2662.094533,15948,2026-03-04T04:53:25.987671,2026-03-04T10:23:25.891Z,330,2532.47231,2662.094533
9c190ea5-7865-4e73-ab50-f72d165c2cfb,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,play,1,1,2662.071607,15948,2026-03-04T04:53:26.755057,2026-03-04T10:23:26.367Z,330,,
070927e3-68d7-44cc-9b80-d48d912c7f21,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,ratechange,1,1.25,2662.071607,15948,2026-03-04T04:54:09.109537,2026-03-04T10:24:08.764Z,330,,
d39f75b6-ba28-4b5a-9fba-8411ea969d46,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,pause,2,1.25,4879.713844,15948,2026-03-04T05:24:38.601894,2026-03-04T10:54:38.278Z,330,,
08671454-889b-4ac4-837c-2f56986ecb0c,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,seek,4,1.25,5803.428743,15948,2026-03-04T05:24:50.116952,2026-03-04T10:54:49.802Z,330,4879.713844,5803.428743
e1d87ec7-8d3b-4b7e-81a9-c4395e6440e4,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,play,1,1.25,5803.316111,15948,2026-03-04T05:24:51.507689,2026-03-04T10:54:51.293Z,330,,
6a935540-8c44-4250-b43f-a7a40a0ef5ee,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,ratechange,1,2,5803.316111,15948,2026-03-04T05:26:58.938512,2026-03-04T10:56:58.897Z,330,,
36c98d51-b673-49db-8ebe-d5c884dfe4ad,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,pause,2,2,7261.305683,15948,2026-03-04T05:39:39.672862,2026-03-04T11:09:39.498Z,330,,
266dfd8f-68fc-44cd-a73a-2ff983a2ae59,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,play,1,2,7261.22953,15948,2026-03-04T05:39:57.624215,2026-03-04T11:09:57.264Z,330,,
55b16123-a9ea-4e88-bd3e-5bec8b643dda,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,ratechange,1,1.5,7261.22953,15948,2026-03-04T05:40:32.591730,2026-03-04T11:10:32.161Z,330,,
56e5c13c-5d81-43ce-a9a1-65e064f6fd4a,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,pause,2,1.5,7899.691978,15948,2026-03-04T05:48:09.162485,2026-03-04T11:18:08.851Z,330,,
0585facf-c8a8-44b3-ab42-73c6af23d383,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,play,1,1.5,7899.618688,15948,2026-03-04T05:48:28.239480,2026-03-04T11:18:28.014Z,330,,
97fdc91d-b38f-449e-95a4-763d34e1694a,884ced1e-daca-46ff-ad81-6922c3c92cb9,learner_002,K5KVEU3aaeQ,Python Full Course for Beginners,pause,2,1.5,9307.488122,15948,2026-03-04T06:04:42.324585,2026-03-04T11:34:42.255Z,330,,
b553196b-fc6d-4c8b-a32a-5560305a6676,12567e8d-ae80-4a1b-bf39-d3cb8bd6de70,learner_003,EerdGm-ehJQ,JavaScript Tutorial Full Course - Beginner to Pro,ready,5,1,0,15092,2026-03-04T10:35:46.075000,2026-03-04T16:05:46.000Z,330,,
93f00b7f-d93e-4ff5-93a1-ef7f2431754f,12567e8d-ae80-4a1b-bf39-d3cb8bd6de70,learner_003,EerdGm-ehJQ,JavaScript Tutorial Full Course - Beginner to Pro,play,1,1,0.159812,15092,2026-03-04T10:35:47.260189,2026-03-04T16:05:46.883Z,330,,
2c187175-e72c-4002-a321-0bd5bd289035,12567e8d-ae80-4a1b-bf39-d3cb8bd6de70,learner_003,EerdGm-ehJQ,JavaScript Tutorial Full Course - Beginner to Pro,pause,2,1,878.207931,15092,2026-03-04T10:50:57.738359,2026-03-04T16:20:57.507Z,330,,
662c4c77-a6cd-494e-a2cf-b9924934505e,12567e8d-ae80-4a1b-bf39-d3cb8bd6de70,learner_003,EerdGm-ehJQ,JavaScript Tutorial Full Course - Beginner to Pro,buffering,3,1,878.052658,15092,2026-03-04T10:51:11.752724,2026-03-04T16:21:11.597Z,330,,
987b3d6a-ded9-4787-9c20-0c2081ab64a0,12567e8d-ae80-4a1b-bf39-d3cb8bd6de70,learner_003,EerdGm-ehJQ,JavaScript Tutorial Full Course - Beginner to Pro,seek,4,1,918.133068,15092,2026-03-04T10:51:12.356532,2026-03-04T16:21:12.015Z,330,878.052658,918.133068
a745eabd-ea52-4732-be3a-49df052a347d,12567e8d-ae80-4a1b-bf39-d3cb8bd6de70,learner_003,EerdGm-ehJQ,JavaScript Tutorial Full Course - Beginner to Pro,play,1,1,918.100036,15092,2026-03-04T10:51:13.664806,2026-03-04T16:21:13.301Z,330,,
16ac7b1f-f4d3-4388-b056-4a002d57baf2,12567e8d-ae80-4a1b-bf39-d3cb8bd6de70,learner_003,EerdGm-ehJQ,JavaScript Tutorial Full Course - Beginner to Pro,ratechange,1,1.25,918.100036,15092,2026-03-04T10:51:43.720838,2026-03-04T16:21:43.240Z,330,,
9660ca80-553d-466d-9748-b3e1517dff59,12567e8d-ae80-4a1b-bf39-d3cb8bd6de70,learner_003,EerdGm-ehJQ,JavaScript Tutorial Full Course - Beginner to Pro,pause,2,1.25,1759.871066,15092,2026-03-04T11:04:46.908763,2026-03-04T16:34:46.726Z,330,,
de37f43a-7f2b-4cd9-80b5-e9e0ecacf0b7,12567e8d-ae80-4a1b-bf39-d3cb8bd6de70,learner_003,EerdGm-ehJQ,JavaScript Tutorial Full Course - Beginner to Pro,buffering,3,1.25,1759.806795,15092,2026-03-04T11:04:58.472573,2026-03-04T16:34:57.981Z,330,,
50447140-743b-4f52-8e82-e36e60ea218e,12567e8d-ae80-4a1b-bf39-d3cb8bd6de70,learner_003,EerdGm-ehJQ,JavaScript Tutorial Full Course - Beginner to Pro,play,1,1.25,1759.735894,15092,2026-03-04T11:04:58.872734,2026-03-04T16:34:58.419Z,330,,
50c35c34-9ece-4dd6-8fda-3ffd5f0be342,12567e8d-ae80-4a1b-bf39-d3cb8bd6de70,learner_003,EerdGm-ehJQ,JavaScript Tutorial Full Course - Beginner to Pro,ratechange,1,1.25,1759.735894,15092,2026-03-04T11:07:08.526453,2026-03-04T16:37:08.266Z,330,,
ca0db5de-ad1e-450c-b6c4-5b70cc550912,12567e8d-ae80-4a1b-bf39-d3cb8bd6de70,learner_003,EerdGm-ehJQ,JavaScript Tutorial Full Course - Beginner to Pro,pause,2,1.25,2865.87131,15092,2026-03-04T11:22:18.834521,2026-03-04T16:52:18.352Z,330,,
203ffae0-fc9f-43eb-880e-14ffc951adf9,3de0877d-9f5b-49a2-b3a7-75746d18013f,learner_004,J2fol8eWo64,Data Structures - Full Course for Beginners,ready,5,1,0,8975,2026-03-05T06:33:25.449000,2026-03-05T12:03:25.000Z,330,,
161c6cf7-d4e5-4fba-9351-661b3c235494,3de0877d-9f5b-49a2-b3a7-75746d18013f,learner_004,J2fol8eWo64,Data Structures - Full Course for Beginners,buffering,3,1,0,8975,2026-03-05T06:33:26.310856,2026-03-05T12:03:26.173Z,330,,
b5906dfe-0da6-45bf-ae0d-54b2258655ec,3de0877d-9f5b-49a2-b3a7-75746d18013f,learner_004,J2fol8eWo64,Data Structures - Full Course for Beginners,play,1,1,0.160886,8975,2026-03-05T06:33:27.053900,2026-03-05T12:03:26.920Z,330,,
5f66592e-1aa0-467c-8614-3fb9c442bb15,3de0877d-9f5b-49a2-b3a7-75746d18013f,learner_004,J2fol8eWo64,Data Structures - Full Course for Beginners,pause,2,1,3141.410886,8975,2026-03-05T07:26:22.314130,2026-03-05T12:56:22.189Z,330,,
f597400d-afc8-4882-a5fd-02b15cc84f90,3de0877d-9f5b-49a2-b3a7-75746d18013f,learner_004,J2fol8eWo64,Data Structures - Full Course for Beginners,buffering,3,1,3141.266478,8975,2026-03-05T07:26:39.535653,2026-03-05T12:56:39.465Z,330,,
94b28e21-3f60-4be9-bb82-63a3803296bc,3de0877d-9f5b-49a2-b3a7-75746d18013f,learner_004,J2fol8eWo64,Data Structures - Full Course for Beginners,seek,4,1,3157.781709,8975,2026-03-05T07:26:41.663024,2026-03-05T12:56:41.222Z,330,3141.266478,3157.781709
46585056-aa8b-4a91-ac2c-56632c8d77c8,3de0877d-9f5b-49a2-b3a7-75746d18013f,learner_004,J2fol8eWo64,Data Structures - Full Course for Beginners,play,1,1,3157.66394,8975,2026-03-05T07:26:42.642699,2026-03-05T12:56:42.246Z,330,,
4cc507d2-9224-4dca-bc6c-e303de3bdfcd,3de0877d-9f5b-49a2-b3a7-75746d18013f,learner_004,J2fol8eWo64,Data Structures - Full Course for Beginners,pause,2,1,6298.91394,8975,2026-03-05T08:20:03.838591,2026-03-05T13:50:03.431Z,330,,
362c2f40-c051-48c9-82fa-8c885412966c,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,ready,5,1,0,9773,2026-03-13T17:43:03.317000,2026-03-13T23:13:03.000Z,330,,
4d7826df-00cd-44a3-bd3c-ada7fe55db13,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,buffering,3,1,0,9773,2026-03-13T17:43:04.060016,2026-03-13T23:13:03.995Z,330,,
11ff991b-29ad-4620-8c63-70e90cbc11de,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,play,1,1,0.175253,9773,2026-03-13T17:43:05.360947,2026-03-13T23:13:04.884Z,330,,
c7800f8d-24e5-4bfb-9da7-269a51c4889a,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,pause,2,1,1375.120487,9773,2026-03-13T18:07:10.369219,2026-03-13T23:37:10.115Z,330,,
afd8e431-7848-4946-805f-f6b2038b4e8f,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,buffering,3,1,1374.950919,9773,2026-03-13T18:07:23.437086,2026-03-13T23:37:23.264Z,330,,
2a9dcc02-8fcc-4f43-9a98-ea1d6087ddf2,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,seek,4,1,1022.145714,9773,2026-03-13T18:07:24.275552,2026-03-13T23:37:24.033Z,330,1374.950919,1022.145714
ccfb3b37-ab8a-470d-bff2-72c40b8d6df0,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,play,1,1,1022.126082,9773,2026-03-13T18:07:25.328135,2026-03-13T23:37:25.054Z,330,,
4ce8aadb-ea8f-4ed3-be0e-d792e8d1e24b,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,pause,2,1,2609.308322,9773,2026-03-13T18:35:42.880485,2026-03-14T00:05:42.606Z,330,,
929eb19b-17b3-4b26-ac6c-81c60155506d,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,buffering,3,1,2609.139424,9773,2026-03-13T18:35:46.227261,2026-03-14T00:05:45.912Z,330,,
cc82d37a-ed07-4225-a129-c0d60d1d4626,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,seek,4,1,2472.201245,9773,2026-03-13T18:35:46.783227,2026-03-14T00:05:46.292Z,330,2609.139424,2472.201245
bf16e491-b893-4369-b710-964300543fb3,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,play,1,1,2472.190927,9773,2026-03-13T18:35:49.303701,2026-03-14T00:05:49.118Z,330,,
80550295-0603-42ab-afb0-837a296acc6d,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,ratechange,1,1.25,2472.190927,9773,2026-03-13T18:36:43.671519,2026-03-14T00:06:43.318Z,330,,
9483502a-2641-42d8-bedc-f447f8a4e5ad,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,pause,2,1.25,4268.738792,9773,2026-03-13T19:01:43.079207,2026-03-14T00:31:42.769Z,330,,
9b2e2d5a-60f1-4ff4-97ed-959ef3a1b112,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,buffering,3,1.25,4268.493661,9773,2026-03-13T19:01:59.676006,2026-03-14T00:31:59.297Z,330,,
ec3c0eaa-a9e9-4e96-a0d0-630b9dce26c3,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,seek,4,1.25,3838.178189,9773,2026-03-13T19:02:00.530888,2026-03-14T00:32:00.035Z,330,4268.493661,3838.178189
03569010-84f7-432f-98bd-689ab731d150,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,play,1,1.25,3838.162134,9773,2026-03-13T19:02:01.302499,2026-03-14T00:32:01.123Z,330,,
fdbcf96a-1568-4746-a356-16f8f1395e71,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,pause,2,1.25,4819.930078,9773,2026-03-13T19:16:44.380165,2026-03-14T00:46:43.989Z,330,,
973a12cb-c8af-482e-bfeb-d1a5428577c9,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,buffering,3,1.25,4819.850883,9773,2026-03-13T19:16:52.634010,2026-03-14T00:46:52.161Z,330,,
5a43533d-e575-4320-aed3-686ddffd0159,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,seek,4,1.25,4506.250632,9773,2026-03-13T19:16:53.302367,2026-03-14T00:46:53.240Z,330,4819.850883,4506.250632
6a6dc87a-9d5f-44a8-932c-b7a0456bdc51,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,play,1,1.25,4506.250101,9773,2026-03-13T19:16:56.162672,2026-03-14T00:46:55.796Z,330,,
54e09966-572a-4a97-ae41-13ab79eac7c8,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,pause,2,1.25,5586.033568,9773,2026-03-13T19:33:27.981137,2026-03-14T01:03:27.580Z,330,,
f4fa21b3-8ec7-42b1-add4-8b8d675efe47,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,buffering,3,1.25,5586.030667,9773,2026-03-13T19:33:38.025176,2026-03-14T01:03:37.533Z,330,,
f80da980-e6a9-429e-b7c6-d40dbf446a0a,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,play,1,1.25,5586.008309,9773,2026-03-13T19:33:38.097615,2026-03-14T01:03:37.868Z,330,,
a07083ee-f079-4303-88b3-3f6ee41ae2c3,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,pause,2,1.25,6793.828388,9773,2026-03-13T19:50:09.365617,2026-03-14T01:20:09.168Z,330,,
59aa0f73-04e7-4119-8bbb-259d0c9e09e5,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,buffering,3,1.25,6793.548462,9773,2026-03-13T19:50:13.522636,2026-03-14T01:20:13.462Z,330,,
0db8e55f-cd7a-4d60-aaf3-4e8bb2c8d25d,c3b4ee54-bad5-4835-a52e-31edba3ce315,learner_005,__izua1kKeI,Learn How to Code - Programming for Beginners Tutorial,play,1,1.25,6793.516951,9773,2026-03-13T19:50:15.504589,2026-03-14T01:20:15.412Z,330,,
994bd6a1-d4f8-4da1-8e40-8b97a43adb62,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,ready,5,1,0,12264,2026-03-11T05:25:10.455000,2026-03-11T10:55:10.000Z,330,,
9cc3f16b-a256-4372-971f-bd6e74ad3446,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,buffering,3,1,0,12264,2026-03-11T05:25:11.602447,2026-03-11T10:55:11.471Z,330,,
3eb5ff57-139f-48b3-84d6-575b44409979,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,play,1,1,0.220969,12264,2026-03-11T05:25:12.828495,2026-03-11T10:55:12.578Z,330,,
78d1a380-ce46-486d-928d-4e36f422b189,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,pause,2,1,2257.759376,12264,2026-03-11T06:03:43.782448,2026-03-11T11:33:43.335Z,330,,
c4dde2b9-04f6-4c18-bd98-22ccedf42769,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,seek,4,1,1849.62736,12264,2026-03-11T06:03:51.010884,2026-03-11T11:33:50.828Z,330,2257.759376,1849.62736
7b6612d0-1d22-4aa6-94ce-5cb5dee06033,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,play,1,1,1849.482327,12264,2026-03-11T06:03:52.632896,2026-03-11T11:33:52.264Z,330,,
c9d725bc-5952-4538-a32f-ea594fed548f,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,pause,2,1,4653.812609,12264,2026-03-11T06:51:35.881678,2026-03-11T12:21:35.672Z,330,,
c5e933a2-2af5-4a55-a53c-89c8c99d329e,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,seek,4,1,4058.466961,12264,2026-03-11T06:51:53.033579,2026-03-11T12:21:52.858Z,330,4653.812609,4058.466961
79404762-ff6e-473e-a07c-928a5f0ca7b4,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,pause,2,1,4058.466961,12264,2026-03-11T06:51:53.938855,2026-03-11T12:21:53.722Z,330,,
706f373d-e068-4272-ace1-d711af07988d,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,buffering,3,1,4058.466961,12264,2026-03-11T06:51:54.898398,2026-03-11T12:21:54.698Z,330,,
2e1006ab-0c1d-467d-95e8-81a9f5fbf2ca,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,play,1,1,4058.401502,12264,2026-03-11T06:51:56.163070,2026-03-11T12:21:56.064Z,330,,
e888a75f-ddc5-4d2a-aed2-6b132be03276,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,pause,2,1,6746.860156,12264,2026-03-11T07:39:22.717744,2026-03-11T13:09:22.315Z,330,,
c07030f3-600a-405e-93eb-c4a4a820d48b,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,buffering,3,1,6746.70418,12264,2026-03-11T07:39:29.291749,2026-03-11T13:09:28.900Z,330,,
76d1a734-94d0-4998-aecc-cfee4f97fa96,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,play,1,1,6746.603586,12264,2026-03-11T07:39:32.240490,2026-03-11T13:09:32.165Z,330,,
f9139201-023b-40e0-99f9-40fa0fa92429,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,pause,2,1,10029.0232,12264,2026-03-11T08:35:25.955112,2026-03-11T14:05:25.576Z,330,,
a216d185-9404-451c-95f7-ce1e6c5854d9,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,pause,2,1,10029.0232,12264,2026-03-11T08:35:39.041909,2026-03-11T14:05:38.792Z,330,,
f4679734-c8f1-46b0-8273-faaa0eae5dd3,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,buffering,3,1,10029.0232,12264,2026-03-11T08:35:39.790979,2026-03-11T14:05:39.394Z,330,,
7d4aaf75-84a9-43f6-862c-72ada54c3ec6,33008a5f-318e-41d9-8662-4414a743da34,learner_006,_uQrJ0TkZlc,Python Full Course for Beginners,play,1,1,10028.97885,12264,2026-03-11T08:35:40.371872,2026-03-11T14:05:40.116Z,330,,
